X,Y
0.5744976131684637,-2.7640736335329215
0.29908107035955656,-7.438357444957818
1.3267748129193029,-3.3102966886837626
0.09413139109302215,-10.45942801414959
0.06229932542493022,-4.351142878784759
-0.09912248022559667,-13.48353453019109
0.2053403698585422,-4.960888173149404
0.6177849503239614,-19.89616721318823
1.0887993822593633,-0.16456974834166094
1.4011232866065502,4.1602386881169995
0.7459196729422712,-4.664941600913475
2.6031620108889015,16.736921692931396
0.3070533526408412,-10.154754144777492
-0.5527029387689681,-24.803016192240214
1.794154871085046,5.6771761505918095
1.5803747428747033,-2.111616142384114
0.4368084619036641,-4.970922924022593
-0.4187617561180066,-11.479132601480872
-0.8148841830177309,-6.707665326996322
0.9115036622836408,-11.301229349495221
0.5787684097311514,-5.439281494612377
1.3376484568052278,2.631383500453974
-0.5614514668730439,-3.9776091852456616
-0.3018217968186434,-7.780883579275505
-0.057847038270605444,-13.063587427172454
0.9627429765342983,-7.888167421412641
1.1989469390450704,0.45393394647439445
0.31649437126499425,3.3959493859764134
1.1232216907740256,-2.443036563643973
-1.5201753067306065,-29.565259555089803
0.21428958825745997,7.693739256675062
0.848008341736798,-6.164650221431301
0.2931916387084395,-9.058452954509647
1.762192402411363,7.599669669123211
1.0001144588748068,-2.9695762388837528
-0.21789805648141136,-6.289974728733929
0.492978985403877,6.888360720750119
-0.01270073880795608,-13.113895178847425
-0.6152945920694548,-20.552019012217194
0.23699424793760326,-7.082453407244268
0.6821568294385496,-8.380746930899415
0.9444862406761845,0.8972063786514508
0.48249943773842474,-7.995414884901354
0.9609045125300661,-3.6739576309237547
0.2549302469228021,-16.025013698686323
-0.992786330509632,-26.146416947636844
0.8328189191417341,3.925880280637493
0.7194492642902373,-8.252015051652688
0.2788643283926324,-18.985457709165615
2.492857321480891,21.546416332788176
1.3888546233645893,-2.7109545422848758
0.06584460555835459,-5.0323969791979115
2.0429041971968864,3.5791400250473995
1.8709489854391372,3.514189476339476
0.24490677338039135,-3.6005915987009747
-0.7102655135655793,-20.62878799654895
0.2673752603266084,-16.843623355523604
1.9811768423027922,13.003230617655582
-0.028748499713959652,-18.943193142935037
